,clean_tweet_final,label
1665,please wait for me!!!,0
18937,there's no way kyrie and lbj will do it in back-to-back games. with draymond. this was an exhibition game.,0
20401,what are you focusing on. it's all about perspective.,0
8343,a bulls are losing momentum,0
262,he loves you more than you know.dd,0
23964,churchill guide to public speaking trump would call churchill a loser.,0
3993,if the weather is dSS then get in the right mood with some yoga o 3/4 (r)o 3/4 deg,0
22817,"pope thanks god for the good and bad he trusted you daY=i, sundayd",0
8652,how you feel about your body has a huge affect on how you are:,0
13413,hoping for a bullseye at archery,0
15657,i euday a! jungkookday { predebut jungkook pics },0
12477,_ split screen 778,0
22374,"we're here at for a full day of activities, just preparing for our first task now",0
14662,excited to be there,0
6602,i want a teeny tiny tattoo but everyone says that i need to get it bigger and i don't wanna dC/,0
20015,"this ruined my day... seriously, why did i have to read this?? and it's not even 4 am yet, wish me a hapy dayd",0
12442,gorilla simulator: you need to do to adapt to the environment. the need to tear the city. mat,0
9346,no way! yaaaaaaaaaass!!!!!!!!!!,0
24516,summer vacation is finally here!,0
15169,are you living the life of your dreams?,0
9063,"if you lose your that is . if you lose your too, that's just careless!",0
247,d* themeowood: puppy,0
30608,links from twitter used to be free dPS,0
4744,buttsex anal trio,0
16436,so and - just trying to remind myself that there are in the world and that i'm,0
17706,new product love draw happy my sketch,0
19018,what is a !,0
30403,seriously the luckiest girl on the planet!,0
14862,on the lookout for a new exciting hat. lemme know if you find one. hat is no more.,0
23538,i'm up in this kitchen ao..... now this make me ...... work at 4am so i'm d,0
7238,"these girls make my hea happy. a$?i,",0
5239,1 more week then off to bonny scotland,0
8677,i keep thinking its friday....... it's not......,0
31374,use light box to tackle the in uk read more,0
13059,"so to see our precious developing, despite the they still look",0
17657,danother great local tweet in share yours on jivemap:,0
13500,a|and another week is coming to a close,0
17949,d'd nahant beach,0
23402,teens: discover what makes you |,0
6037,dallas family i might be coming on up for a visit.,0
31711,"buffalo simulation: buffalo for you to take in the vicinity of their homes to do. in this way,",0
23980,hello tubbytoons,0
24677,who has two thumbs and a new job? this girl!,0
15683,how did they get security questions right? is your security that weak? i don't feel safe with you anymore....,0
13705,this is collapses on stage!,0
29515,how am i going to give lacrosse lessons to this kid when i can't even play lax myself ://,0
27273,off to hiroshima as pa of the tour~,0
686,help! bubble attack!,0
7704,"ok social media detox. is there a drink i can take? a no fb, no twitter, no tumblr patch? just checking",0
29751,"oh noooo, don't re-write! you'll be fine just going with the flow, it will be epic. ;)",0
12042,gorilla simulator: you need to do to adapt to the environment. the need to tear the city. materi,0
14384,memories of the trip last year,0
15168,how are you? see you? -,0
24197,always a good reminder and one of simplest way to be happy. a,0
23870,bull up: you will dominate your bull and you will direct it whatever you want it to do. whe,0
13972,bull up: you will dominate your bull and you will direct it whatever you want it to do. w,0
19978,father's day. daddy you will always be ma hero. return if possible(rip).we miss u.,0
3195,"he got you two rings, just be",0
7188,"so exhausted staying up with but adrenaline is really pumping ahead of the finish, and the !",0
16630,"""forget about what everyone else thinks and says. if it makes you , do it.""",0
14646,"good opening on 50mhz na vs ea8, weak signals in my antenna with just only 2 elements on this band",0
9603,what a sexy girl !,0
18327,my morning view before leaving the hotel for good.,0
30997,waking up in the morning has been so easy lately d,0
17781,"""i'm not going to sit there drinking a pepsi while you eat your cheese."" -",0
27820,todays cdd,0
21855,can we have peace in the world,0
8563,"a producer and impo prices (mom) came in at 0.4%, above forecasts (0.1%) in may",0
7374,"is in las vegas, getting ready to choke!",0
19353,"eph 4:26 ""be , and do not do not let the sun go down on your",0
30177,personally don't get why they bother - they must have very little going on in their lives to be so focused on us,0
14048,little really is as week as made him out to be... !,0
20226,to the of according to anneejem,0
6763,being is all about having the right attitude ddd,0
13589,i am safe.#i_am,0
26350,felling so glad to be awake quezona|,0
2328,"if i really like emd who cares what anyone else thinks fuck your opinion!d"" ..",0
1752,herbal sleep remedies that work!! !!,0
28714,don't worry about what any one else is doing. focus on what you are doing.,0
6301,7months pregnant today d+- dPd>>d,0
12642,has this happened to you? aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa a|,0
25580,something to make you,0
20387,"thank you a""d",0
9686,what kind of opening date are we looking at?,0
22818,shyintruder - na:,0
7919,taking guns away or giving people guns... it honestly doesn't matter because people are gonna still be hateful and do what they want,0
12242,&amp; all these la shoys out here fucking for a bill !,0
19257,these will make you .,0
20365,"finally a very impoant project of mine which kept me busy lately is finalized, i can begin to so out all the other things .",0
23366,today's best deals | $29-frontier airlines | cheap fares- travelsdddC/dddd,0
12174,thank youi 1/4 i 1/4 osaka gakuin university,0
7593,the only option for reading at the park on day dd3d,0
10071,do you know about our range of yet? bihday from the dog or etsy,0
5570,i choose to and you should too.,0
16898,"but you're a ""middle of the road"" democrat so i don't expect you to understand smh enjoy being an apologist",0
28552,gonna watch me before you with,0
22026,yes you have. the biggest thing you've got on this week is picking up your dole money.,0
6325,"happy to have new book, lil upset some the pages very faded",0
7874,what is funny is that most of the world thinks gays are one happy group looking for equality. so much fighting behind the scenes smdh.,0
18358,it's heeeeere... go get your on. say sent you. more &gt;&gt;,0
19577,landed two new jobs today! now i can relax and let the money sta rolling in... savings were staing to look slim.,0
21708,can and heal your life?,0
11049,poppaaaass home!!!!,0
29874,".@user an adult would make that argument, a child would reso to name calling that insults an entire group.",0
12959,"ddda$?i,d "" together forever """,0
19764,- being is about being able to be the and most version ofa|,0
28563,"smile, even when the world wants you not too...",0
3574,looking to feel more join me and 20 speakers on the free summit,0
14679,"really love this picture of bride anna with her dog,makeup by emma l",0
26396,disney adventures dddegd!dC/,0
9317,through the binoculars.,0
9148,and i thought you were mad... /:,0
8435,that friday feeling,0
7572,healthy habits for pursuing greatness audio program,0
8695,all the best ummii...do your bestddd,0
19006,be . it's one way of being wise. - colette,0
30434,my villetta needs some work...,0
5138,i am thankful for saturdays.,0
9173,totally disagree w/ u on trump (gay veteran here) but what you went thru is unacceptable. pls accept my condolences.,0
24653,thanks for swift response. strangely your email team responded a couple mins after my tweet. odd - or connected? resolved.,0
11164,nonegativeselftalk: &amp; status can't cure low self-esteem or make you . learn why in this post. a|,0
6432,i am successful.,0
12880,got the girls over .@user,0
6712,"buffalo simulation: buffalo for you to take in the vicinity of their homes to do. in this way, yo",0
24181,i am thankful for spring.,0
21475,there is always something new to learn and feel each sunday,0
30270,o m a y g a d,0
4419,please tell hermes to stop putting my deliveries in my garden waste bin...every time!! d!,0
15204,"one feel deceived, hu, angry, sad, numb and even violated.",0
26116,more nausea reading coms on twitter after killing,0
19283,staed my day out with a brief moment of yoga &amp; breath.,0
8765,to see arcii15 speak at thuzioclub great venue,0
5886,"i've had such an amazing senior year filled w fun times, good things, people &amp;accomplishments. wouldn't have wanted it any other way",0
29576,happiness is finding daves killer bread at my local supermarket,0
4844,that camel tho! dad<<d<<,0
1761,can't believe tomorrow is our last day in new york :(,0
22017,100 amazing health benefits of cucumbers! is !!,0
27152,with a survivor of (#tbi) can be deeply and very,0
10330,productive morning so far,0
12649,"puj phillup hangable 7 ounce kid cup, - 4 pack",0
15889,i'm going to study international business and languages in september!,0
28620,these two couldn't get any sweeter dd they're even holding hands.,0
22940,have my lover stop being angry at me visit us..&gt;&gt;&gt;,0
8312,i love u take with u all the time in urd+-!!! dddd d|d|d|,0
18115,beautiful wedding in temecula. a|,0
17829,got my masters credits,0
13834,"be the real you, the sweet you, the successful and the you",0
5804,beauty day for a double baby shower dPd>>,0
9016,yes!!! can't believe it!!!,0
26392,"be happy, always",0
7715,stop. just stop.,0
7791,round in my head. quotes,0
25671,wishing my a very and much in your its,0
5442,finally received my,0
14557,aC/ driving aC/,0
26139,hot blonde happy with a face covered in fresh semena|,0
12434,"the day has arrived, no alarm clock required with",0
1565,thank you lord for this beautiful day.. d$?dd dd>>dd>>dd>> a|,0
30228,my life has been better since i met you.d,0
17451,sometimes life is better then you thought it could be!,0
9207,who knows what i'm talking about rrrreeeeennn!,0
711,28 minutes to go,0
7683,i am thankful for strength.,0
29197,the is... i just wanna b ddd happy,0
17380,by quality prints and cards at:,0
14958,when you wake up super &amp; get legitimately at water dd(c)dd 1/2,0
